單詞,情緒分數
脱妆,0.000265
呜,0.001114
呜呜,0.0004
！,0.001203
自己,0.999254
也,0.912719
是,0.001972
为,0.99507
此,0.033912
做,0.999961
了,0.103906
很多,0.999951
持妆,0.815685
粉底液,0.042048
的,0.368506
功课,0.999863
，,0.009304
不,0.002385
知道,0.999908
怎么,0.00234
选择,0.99764
的,0.368506
宝子,0.999963
赶紧,0.001256
码住,0.001028
！,0.001203
"
",0.037232
现在,0.999911
市面,0.989502
上,0.226084
的,0.368506
网红,0.06541
新品,0.999927
持妆,0.815685
粉底液,0.042048
这么多,0.094068
，,0.009304
大家,0.00494
可要,0.418384
擦亮,0.002148
眼睛,0.004325
好好,0.999956
选择,0.99764
哦,0.993352
！,0.001203
"
",0.037232
和,0.604069
宿舍,0.999959
姐妹,0.999963
一块,0.000326
上脸,0.000931
实,0.417328
测,0.995639
了,0.103906
一,0.010558
波,0.952672
新品,0.999927
持,0.999952
妆,0.98104
粉底液,0.042048
，,0.009304
不,0.002385
知道,0.999908
怎么,0.00234
选择,0.99764
的,0.368506
姐妹,0.999963
快,0.996055
码住,0.001028
！,0.001203
"
——
#",0.014536
迪兰可,0.991948
粉底液,0.042048
"
",0.037232
持妆,0.815685
+,0.005309
养肤,0.999963
妥妥,0.057056
在,0.566759
线,0.008639
的,0.368506
百,0.843523
元,0.996439
国货,0.999267
！,0.001203
性价,0.999962
比,0.145275
嘎嘎,0.897724
高,0.006936
啦,0.487935
上,0.226084
脸,0.000479
尊嘟,0.995827
超级,0.987925
好看,0.999962
！,0.001203
妥妥,0.057056
的,0.368506
奶油肌,0.999962
妆感,0.999698
贼,0.000277
显,0.003888
嫩,0.99919
！,0.001203
平时,0.996355
出门,0.997949
带,0.995884
妆,0.98104
10,0.000888
H+,0.025383
都,0.299263
没,0.000854
问题,0.002369
超级,0.987925
扒脸,5.1e-05
！,0.001203
宿舍,0.999959
人,0.998103
手,0.156257
一,0.010558
瓶,0.000616
啦,0.487935
~,0.006256
"
——
#",0.014536
蜜丝婷,0.999957
粉底液,0.042048
"
",0.037232
建议,0.000361
大家,0.00494
妆,0.98104
前,0.920472
一定,0.084844
要,0.59401
做好,0.999962
保湿,0.994718
工作,0.999962
哦,0.993352
，,0.009304
粉质,0.99951
微微,0.768732
有点,0.013058
干,4.6e-05
，,0.009304
可以,0.999954
搭配,0.999908
湿,0.000326
粉扑,0.991996
上妆,0.940392
"
——
#",0.014536
红地球,0.999963
粉底液,0.042048
"
",0.037232
初学,0.999963
化妆,0.87592
的,0.368506
姐妹,0.999963
试试,0.999898
还是,0.320546
可以,0.999954
的,0.368506
，,0.009304
上脸,0.000931
比较,0.983678
贴近,0.999962
亚洲人,0.999952
肤色,0.999774
，,0.009304
记得,0.999963
后续,0.99533
定妆,0.044903
"
——
#",0.014536
美宝莲,0.999963
粉底液,0.042048
"
",0.037232
这,0.010469
瓶,0.000616
是,0.001972
当时,0.999962
跟,0.003942
风,0.999947
入手,0.999963
的,0.368506
，,0.009304
上脸,0.000931
之前,0.998145
需要,0.262789
做好,0.999962
基础,0.999963
的,0.368506
保湿,0.994718
打底,0.348293
哦,0.993352
"
",0.037232
"——
#DW",0.017032
粉底液,0.042048
"
",0.037232
整体,0.999913
的,0.368506
遮瑕,0.011059
力度,0.599736
还是,0.320546
挺,0.999962
不错,0.999962
的,0.368506
，,0.009304
需要,0.262789
注意,0.155885
下,0.943397
分,0.76869
区点,0.002707
涂上妆,0.001143
哦,0.993352
，,0.009304
适合,0.999956
瑕疵皮,0.004875
"
",0.037232
#,0.014012
粉底液,0.042048
#,0.014012
粉底液,0.042048
测评,0.989099
#,0.014012
粉底液,0.042048
推荐,0.999961
春夏,0.999963
#,0.014012
粉底液,0.042048
推荐,0.999961
#,0.014012
持妆,0.815685
粉底液,0.042048
#,0.014012
大牌,0.999962
粉底液,0.042048
#,0.014012
混油皮,0.000289
#,0.014012
平价,0.978715
粉底液,0.042048
#,0.014012
粉底液,0.042048
推荐,0.999961
干皮,0.000111
#,0.014012
油皮,0.001218
粉底液,0.042048
#,0.014012
混油皮,0.000289
粉底液,0.042048
#,0.014012
混干皮,3.8e-05
粉底液,0.042048
#,0.014012
遮瑕,0.011059
粉底液,0.042048
#,0.014012
养肤,0.999963
粉底液,0.042048
#,0.014012
学生党,0.999963
#,0.014012
早八党,0.995151
#,0.014012
熬夜党,0.997432
#,0.014012
国货,0.999267
粉底液,0.042048
#,0.014012
瑕疵皮,0.004875
#,0.014012
卡粉用,0.000256
什么,0.005779
粉底液,0.042048
#,0.014012
底妆,0.965781
分享,0.999963
#,0.014012
大学生,0.999207
#,0.014012
好用,0.999962
的,0.368506
粉底液,0.042048
#,0.014012
笔记,0.998288
灵感,0.999963
#,0.014012
国货,0.999267
科学,0.999963
正确,0.999962
护,0.97754
肤,0.249529
十,0.61655
 ,0.037232
化妆,0.87592
步骤,0.999815
＋,0.01679
化妆,0.87592
技巧,0.999962
来,0.885449
啦,0.487935
☝,0.033441
️,0.033441
✅,0.033441
护,0.97754
肤,0.249529
顺序,0.019757
：,0.065169
"
",0.037232
早上,0.946454
护肤,0.999963
：,0.065169
洁面,0.987259
一,0.010558
爽肤水,0.999955
一,0.010558
面部,0.248816
精华,0.999962
＞,0.028583
乳液,0.988803
 ,0.037232
防晒,0.848493
"
",0.037232
晚上,0.063376
护肤,0.999963
：,0.065169
卸妆,0.000793
＞,0.028583
洁面,0.987259
＞,0.028583
爽肤水,0.999955
＞,0.028583
面部,0.248816
精华,0.999962
 ,0.037232
＞,0.028583
"眼
霜",0.991722
→,0.003331
乳液,0.988803
→,0.003331
面霜,0.998602
。,0.036835
"
✅",0.033441
化妆,0.87592
步骤,0.999815
：,0.065169
"
",0.037232
隔离霜,0.365345
→,0.003331
粉底,0.99496
（,0.032379
粉底液,0.042048
/,0.003202
气墊,0.00241
/BB,0.005538
霜,0.856936
）,0.055182
→,0.003331
遮瑕,0.011059
→,0.003331
"高
光",0.985202
、,0.003558
修容,0.001548
→,0.003331
散粉,0.001645
/,0.003202
粉併,0.003594
→,0.003331
眉笔,0.023513
、,0.003558
眉粉,0.119397
→,0.003331
眼影,0.999963
→,0.003331
"眼
线笔",0.143012
→,0.003331
睫毛膏,0.992429
→,0.003331
腮红,0.2295
→,0.003331
唇膏,0.99353
→,0.003331
口红,0.961221
。,0.036835
奉劝,3.6e-05
那些,0.944753
每,0.980878
天,0.681267
都,0.299263
化妆,0.87592
的,0.368506
女生,0.992276
。,0.036835
。,0.036835
。,0.036835
不,0.002385
理解,0.999962
为啥,0.000253
每,0.980878
次,0.004085
化妆,0.87592
不,0.002385
是,0.001972
浮粉,0.00485
就,0.305707
是,0.001972
卡粉,0.00041
脱妆,0.000265
…,0.033441
总,0.999939
感觉,0.051982
脸,0.000479
上,0.226084
糊,0.00031
了,0.103906
一,0.010558
层,0.786002
东西,0.999762
，,0.009304
而且,0.009074
近距离,0.999962
看,0.999825
脸,0.000479
一点,0.011403
都,0.299263
不,0.002385
平滑,0.99996
…,0.033441
一,0.010558
米,0.00317
开外,0.000192
看,0.999825
着,0.956758
挺,0.999962
好,0.999962
的,0.368506
，,0.009304
你们,0.001665
也,0.912719
这样,0.021569
吗,0.01983
？,0.00437
？,0.00437
都,0.299263
用,0.248765
啥,0.001422
打底妆,0.512749
啊,0.996075
…,0.033441
别,0.005253
太,3.9e-05
贵,0.003409
我,0.000628
月光族,0.999963
买不起,5.2e-05
！,0.001203
！,0.001203
"
",0.037232
#,0.014012
卡粉,0.00041
#,0.014012
底妆,0.965781
#,0.014012
全民,0.999952
参与,0.999963
IVE,0.033441
化妆师,0.685647
揭秘,0.999963
：,0.065169
专业,0.999962
的,0.368506
K-POP,0.030704
偶像,0.999963
腮红,0.2295
技巧,0.999962
在,0.566759
当今,0.99996
K-POP圈,0.008246
，,0.009304
偶像,0.999963
的,0.368506
妆容,0.982621
对于,0.690775
他们,0.092187
的,0.368506
舞台,0.999963
形象,0.998348
和,0.604069
公众,0.557545
形象,0.998348
至关,0.999951
重要,0.04341
。,0.036835
特别,0.97906
是,0.001972
腮红,0.2295
的,0.368506
使用,0.007915
，,0.009304
不仅,0.995895
能,0.227357
增加,0.99996
面部,0.248816
立体感,0.999962
，,0.009304
还,0.994331
能,0.227357
影响,0.050511
整体,0.999913
的,0.368506
年轻化,0.999962
效果,0.999955
。,0.036835
来自,0.999963
女子,0.999962
组合,0.999925
IVE,0.033441
的,0.368506
专业,0.999962
化妆师,0.685647
最近,0.999766
分享,0.999963
了,0.103906
他们,0.092187
在,0.566759
腮红,0.2295
使用,0.007915
上,0.226084
的,0.368506
一些,0.783571
专业,0.999962
技巧,0.999962
。,0.036835
"

1. ",0.002609
腮红,0.2295
的,0.368506
正确,0.999962
上妆,0.940392
时机,0.994706
"
",0.037232
化妆师,0.685647
强调,0.999894
，,0.009304
在,0.566759
上,0.226084
腮红,0.2295
时,0.833667
应,0.046235
保持,0.999963
面,0.011088
无,0.006982
表情,0.137686
。,0.036835
这,0.010469
是,0.001972
因为,0.994469
笑容,0.690935
会,0.599614
使,0.999719
脸颊,0.000791
上升,0.997696
，,0.009304
如果,0.009845
在,0.566759
微笑,0.999963
时,0.833667
确定,0.243354
腮红,0.2295
的,0.368506
位置,0.057397
，,0.009304
那么,0.039346
恢复,0.342895
无,0.006982
表情,0.137686
状态,0.003383
时,0.833667
，,0.009304
腮红,0.2295
会,0.599614
显得,0.042592
过,0.500744
低,0.00131
，,0.009304
导致,0.019224
脸部,0.007252
看起来,0.999755
下垂,8.4e-05
，,0.009304
从而,0.994112
产生,0.999909
老化,0.007081
的,0.368506
视觉,0.997482
效果,0.999955
。,0.036835
"

2. ",0.001532
腮红,0.2295
的,0.368506
正确,0.999962
位置,0.057397
"
",0.037232
目前,0.999962
，,0.009304
许多,0.867327
K-POP,0.030704
偶像,0.999963
遵循,0.999942
的,0.368506
一,0.010558
个,0.002308
流行,0.999961
趋势,0.151201
是,0.001972
，,0.009304
将,0.02451
腮红,0.2295
涂抹,0.001334
在,0.566759
一,0.010558
个,0.002308
较,0.77316
高,0.006936
的,0.368506
位置,0.057397
，,0.009304
即,0.906933
从,0.471119
卧蚕,0.000265
下方,0.997532
延伸,0.995166
至,0.972412
鼻尖,7.4e-05
以上,0.037862
的,0.368506
区域,0.397735
。,0.036835
这样,0.021569
不仅,0.995895
能够,0.999956
与,0.264327
眼妆,0.119996
形成,0.976744
一,0.010558
种,0.988798
和谐,0.999962
的,0.368506
链接,7.9e-05
，,0.009304
还,0.994331
能,0.227357
有效,0.999962
地,0.997603
缩短,0.003646
脸部,0.007252
长度,0.053343
，,0.009304
给,0.86028
人,0.998103
一,0.010558
种,0.988798
更加,0.999847
年轻,0.999962
和,0.604069
活泼,0.999962
的,0.368506
印象,0.138534
。,0.036835
"

3. ",0.00155
技巧,0.999962
在于,0.997772
细节,0.999961
"
",0.037232
为了,0.999961
达到,0.99996
这,0.010469
种,0.988798
效果,0.999955
，,0.009304
化妆师,0.685647
通常,0.108599
会,0.599614
采用,0.008721
轻盈,0.999962
、,0.003558
透明感,0.14157
较,0.77316
强,0.999957
的,0.368506
腮红,0.2295
色调,0.996972
。,0.036835
通过,0.999953
精细,0.999962
的,0.368506
涂抹,0.001334
和,0.604069
晕染,6.1e-05
，,0.009304
腮红,0.2295
与,0.264327
肤色,0.999774
和谐,0.999962
地,0.997603
融合,0.999961
，,0.009304
同时,0.99274
在,0.566759
眼妆,0.119996
与,0.264327
颊部,0.048844
之间,0.155306
创造出,0.999962
自然,0.99996
的,0.368506
过渡,0.991207
。,0.036835
这,0.010469
种,0.988798
方法,0.999779
不仅,0.995895
提升,0.999962
了,0.103906
面部,0.248816
的,0.368506
立体感,0.999962
，,0.009304
还,0.994331
强调,0.999894
了,0.103906
青春,0.999963
的,0.368506
活力,0.999962
和,0.604069
鲜明,0.999957
的,0.368506
个性,0.999962
。,0.036835
"

#",0.014012
审美,0.999955
#,0.014012
腮红,0.2295
#,0.014012
不,0.002385
懂,0.999953
就,0.305707
问,0.001143
有,0.51643
问,0.001143
必,0.999959
答,0.997251
#,0.014012
新人,0.898112
博主,0.998536
#ive,0.022001
张元英,0.297938
#IVE#,0.010472
张元英,0.297938
#,0.014012
妆容,0.982621
分享,0.999963
#,0.014012
变美,0.999962
小,0.994681
技巧,0.999962
#,0.014012
变,0.28074
瘦,0.999963
变,0.28074
美,0.999963
变,0.28074
好看,0.999962
#kpop,0.259986
进来,0.001111
避,0.057389
雷,0.997066
：,0.065169
新手,0.006561
没,0.000854
必要,0.234167
的,0.368506
化妆,0.87592
步骤,0.999815
 ,0.037232
省钱,0.337562
啦,0.487935
！,0.001203
高考完,0.999963
啦,0.487935
！,0.001203
！,0.001203
毕业生,0.999926
们,0.789512
终于,0.999746
阔,0.39038
以,0.038769
明目张胆,0.003258
地,0.997603
美美,0.999963
学,0.999963
化妆,0.87592
了,0.103906
嘿嘿,0.999838
"
",0.037232
知道,0.999908
你们,0.001665
会,0.599614
搜,0.001419
大量,0.996933
的,0.368506
化妆,0.87592
教程,0.999942
"
",0.037232
那,0.015857
我,0.000628
就,0.305707
再,0.003113
来,0.885449
整理,0.999792
一,0.010558
波,0.952672
对,0.040364
新手,0.006561
来,0.885449
说,0.000205
没,0.000854
必要,0.234167
的,0.368506
化妆,0.87592
步骤,0.999815
"
",0.037232
都,0.299263
是,0.001972
混,0.001487
美妆,0.999963
职场,0.902177
这么多,0.094068
年,0.986375
的,0.368506
经验,0.99988
"
",0.037232
美妆,0.999963
博主,0.998536
为了,0.999961
流量,0.009913
和,0.604069
效果,0.999955
可,0.994351
不会,5.3e-05
告诉,0.001807
你,0.075191
这些,0.334502
的,0.368506
！,0.001203
！,0.001203
"

1⃣️",0.033441
妆,0.98104
前,0.920472
繁琐,0.002818
护肤,0.999963
、,0.003558
敷,0.003386
面膜,0.999945
"
",0.037232
层层,0.999865
护肤品,0.999645
堆,8e-05
在,0.566759
脸,0.000479
上,0.226084
，,0.009304
并,0.017119
不能,5.3e-05
让,0.996794
妆面,0.994966
更,0.998421
细腻,0.999962
！,0.001203
"
",0.037232
特别,0.97906
是,0.001972
夏天,0.996162
很,0.999963
容易,0.237091
搓,0.001055
泥,0.001786
、,0.003558
浮粉,0.00485
、,0.003558
加速,0.999869
脱妆,0.000265
"
",0.037232
妆,0.98104
前,0.920472
不要,0.000131
敷,0.003386
面膜,0.999945
！,0.001203
那,0.015857
种,0.988798
3,0.001392
分钟,0.001048
妆,0.98104
前,0.920472
早安,0.999963
面膜,0.999945
别,0.005253
买,0.175209
！,0.001203
智商税,0.03029
"
",0.037232
精简,0.999962
护肤,0.999963
才,0.000379
是,0.001972
正确,0.999962
打开,5.4e-05
方式,0.999051
"
",0.037232
如果,0.009845
皮肤,0.99983
上妆,0.940392
容易,0.237091
起,0.505615
皮卡粉,0.000134
，,0.009304
可以,0.999954
试试,0.999898
局部,0.994835
厚,0.165617
涂,0.000421
面霜,0.998602
10,0.000888
分钟,0.001048
后,0.03447
擦掉,0.000557
"

2⃣️",0.033441
三明治,0.086167
定妆法,0.988417
"
",0.037232
一层层,0.901649
定妆,0.044903
真的,0.261996
很,0.999963
容易,0.237091
假面,0.011145
"
",0.037232
对,0.040364
干皮,0.000111
来,0.885449
说,0.000205
也,0.912719
会,0.599614
特别,0.97906
干,4.6e-05
，,0.009304
还,0.994331
浪费,3.7e-05
定妆,0.044903
产品,0.098665
"
",0.037232
再者,0.029093
一遍遍,0.999961
扫开,9.6e-05
散粉,0.001645
定妆,0.044903
喷雾,0.006937
，,0.009304
很,0.999963
容易,0.237091
破坏,0.001782
底妆,0.965781
"
",0.037232
蕞,0.033441
好,0.999962
的,0.368506
方法,0.999779
是,0.001972
选择,0.99764
合适,0.999962
持久,0.999962
的,0.368506
底妆,0.965781
，,0.009304
在,0.566759
容易,0.237091
出,0.501559
油,0.003046
的,0.368506
轻扑,0.999962
散粉,0.001645
，,0.009304
出门,0.997949
带好,0.999962
粉饼,0.999963
及时,0.997308
补妆,0.982934
"

3⃣️",0.033441
下睫毛,0.06652
/,0.003202
眼睑,0.022058
下,0.943397
至,0.972412
"
",0.037232
美妆,0.999963
博,0.99627
主打,0.999962
光,0.013811
+,0.005309
美颜,0.999962
+,0.005309
氛围感,0.99697
穿搭,0.999963
，,0.009304
这些,0.334502
妆面,0.994966
雀实,0.007588
很,0.999963
让,0.996794
人,0.998103
心动,0.999962
"
",0.037232
但,0.483666
现实,0.999963
中,0.999902
，,0.009304
真的,0.261996
很,0.999963
难,0.019811
画出,0.992547
妈生感,0.280898
！,0.001203
！,0.001203
"
",0.037232
我,0.000628
见到,0.999963
过,0.500744
的,0.368506
十,0.61655
个,0.002308
里,0.993912
八,0.854604
个,0.002308
都,0.299263
很,0.999963
假,0.003789
很,0.999963
突兀,0.020696
"
",0.037232
真的,0.261996
！,0.001203
！,0.001203
没,0.000854
人,0.998103
在乎,0.994467
你,0.075191
有,0.51643
没有,0.004286
优越,0.999962
精美,0.999962
的,0.368506
下睫毛,0.06652
"

4⃣️",0.033441
电动,0.06578
烫,0.000329
睫毛,0.233319
"
",0.037232
一,0.010558
次,0.004085
两,0.00501
次,0.004085
重要,0.04341
场合,0.661346
烫,0.000329
一下,0.393236
我,0.000628
觉得,0.021406
还好,0.999962
"
",0.037232
经常,0.020403
这样,0.021569
烫,0.000329
睫毛,0.233319
会,0.599614
变,0.28074
得,0.999958
很,0.999963
易,0.009224
断,9.5e-05
！,0.001203
！,0.001203
"
",0.037232
之前,0.998145
在,0.566759
美妆,0.999963
公司,0.143326
，,0.009304
我,0.000628
的,0.368506
博主,0.998536
因为,0.994469
出镜,0.99996
需要,0.262789
每,0.980878
天,0.681267
都,0.299263
烫,0.000329
睫毛,0.233319
。,0.036835
"
",0.037232
结果,0.003349
就是,0.39477
在,0.566759
一,0.010558
个,0.002308
平平,0.998362
无奇,0.0017
的,0.368506
日子,0.996474
，,0.009304
夹,0.002743
个,0.002308
睫毛夹,0.006855
掉下来,3.4e-05
一,0.010558
堆,8e-05
…,0.033441
…,0.033441
直接,0.999865
变成,0.000428
无,0.006982
睫毛,0.233319
星,0.004526
人,0.998103
"

5⃣️",0.033441
珠光,0.044622
眼头,0.791726
/,0.003202
开,0.000578
眼角,0.011841
"
",0.037232
以前,0.409567
跟,0.003942
拍,0.015503
博主,0.998536
，,0.009304
主灯光,0.00093
、,0.003558
美颜灯,0.999962
、,0.003558
反光板,0.006467
、,0.003558
眼神,0.99473
光,0.013811
哐哐,0.000653
打上去,0.002715
"
",0.037232
再,0.003113
加上,0.10989
后期,0.999952
神,0.99996
不,0.002385
知,0.99996
鬼,0.995736
不觉,3.8e-05
的,0.368506
滤镜,0.038791
，,0.009304
美猴王,0.999963
都,0.299263
能,0.227357
给,0.86028
你,0.075191
拍出,0.984102
纯欲感,0.998394
"
",0.037232
还,0.994331
有,0.51643
拿,0.008295
着,0.956758
眼线笔,0.143012
开,0.000578
眼角,0.011841
"
",0.037232
现实,0.999963
中,0.999902
如果,0.009845
画,0.999919
了,0.103906
珠光,0.044622
眼头,0.791726
，,0.009304
你,0.075191
的,0.368506
直,0.926219
男,0.027473
男朋友,0.999962
要,0.59401
帮,0.999942
你,0.075191
擦,0.006667
眼屎,0.00012
，,0.009304
千万,0.992193
别,0.005253
吵架,4.4e-05
！,0.001203
他,0.275142
只是,0.199368
傻乎乎,0.001679
想,0.038334
为,0.99507
你,0.075191
好,0.999962
hhh,0.005251
"
",0.037232
#,0.014012
新手,0.006561
化妆,0.87592
步骤,0.999815
#,0.014012
避雷,0.142039
#,0.014012
新手,0.006561
化妆,0.87592
分享,0.999963
化妆卡粉,0.043775
浮粉,0.00485
原因,0.059495
#,0.014012
不卡粉,0.019835
#,0.014012
底妆,0.965781
#,0.014012
服帖,0.000299
底妆,0.965781
#,0.014012
无暇,0.985065
底妆,0.965781
#,0.014012
卡粉,0.00041
#,0.014012
浮粉卡粉,0.000604
#,0.014012
新手,0.006561
化妆,0.87592
#,0.014012
不卡粉,0.019835
妙招,0.970369
新手,0.006561
化妆,0.87592
必备,0.999962
‼,0.033441
️,0.033441
最,0.953145
全,0.999932
美妆蛋,0.999962
使用,0.007915
技巧,0.999962
#,0.014012
今年,0.999797
N,0.033441
个,0.002308
漂亮,0.999962
时刻,0.999962
今天,0.757372
是,0.001972
一,0.010558
期,0.037649
『,0.015809
美妆蛋,0.999962
使用,0.007915
指南,0.999823
』,0.00216
💁,0.033441
"
",0.037232
还,0.994331
不,0.002385
知道,0.999908
怎么,0.00234
正确,0.999962
使用,0.007915
美妆蛋,0.999962
的,0.368506
宝子,0.999963
快快,0.999097
码住,0.001028
"
",0.037232
美妆蛋,0.999962
和,0.604069
粉扑,0.991996
一样,0.371299
都,0.299263
是,0.001972
常用,0.999961
的,0.368506
上妆,0.940392
工具,0.999962
"
柒柒",0.454718
为,0.99507
大家,0.00494
整理,0.999792
了,0.103906
六,0.164357
种,0.988798
类型,0.993091
的,0.368506
美妆蛋,0.999962
以及,0.28278
它们,0.398826
的,0.368506
正确,0.999962
用法,0.986348
，,0.009304
宝子,0.999963
们,0.789512
快快,0.999097
收藏,0.999963
学,0.999963
起来,0.996332
吧,0.802922
"
",0.037232
✅,0.033441
水滴型,0.712383
"
✅",0.033441
斜切型,0.016605
"
",0.037232
✅,0.033441
葫芦型,0.024977
"
✅",0.033441
三切型,0.048981
"
",0.037232
✅,0.033441
桃子型,0.993682
"
",0.037232
✅,0.033441
三角型,0.040031
"
",0.037232
这么,0.006566
多,0.99408
类型,0.993091
你,0.075191
用对,0.453808
了,0.103906
嘛,0.006752
🙉,0.033441
用,0.248765
好,0.999962
美妆蛋,0.999962
就,0.305707
能,0.227357
事半功倍,0.28719
哦,0.993352
#,0.014012
美妆,0.999963
工具,0.999962
#,0.014012
美妆,0.999963
好物,0.999962
#,0.014012
美妆蛋,0.999962
#,0.014012
小知识,0.999963
#,0.014012
美妆蛋,0.999962
使用,0.007915
方法,0.999779
#,0.014012
化妆,0.87592
技巧,0.999962
#,0.014012
美妆,0.999963
工具,0.999962
使用,0.007915
化妆,0.87592
不,0.002385
卡,5.1e-05
粉,0.999685
的,0.368506
技巧,0.999962
给,0.86028
大家,0.00494
化妆,0.87592
不,0.002385
卡粉,0.00041
的,0.368506
秘密,0.999963
"
1",0.0034
.,0.001347
早上,0.946454
温水,0.005053
洗脸,6.6e-05
，,0.009304
用,0.248765
洗脸巾,0.000126
洗,0.000622
，,0.009304
不要,0.000131
用,0.248765
洁面乳,0.99995
"
2.",0.001532
先,0.108487
把,0.009551
脸,0.000479
擦,0.006667
干净,0.999962
，,0.009304
然后,0.06105
上,0.226084
补水,0.18444
喷雾,0.006937
"
3.",0.00155
涂上,0.000209
水乳,0.99805
，,0.009304
再,0.003113
上,0.226084
防晒,0.848493
隔离,0.999935
，,0.009304
上完,0.998012
后,0.03447
在,0.566759
喷次,0.000176
喷雾,0.006937
"
4.",0.001565
脸干,4.1e-05
后,0.03447
(,0.040528
用,0.248765
手,0.156257
打湿,6.1e-05
),0.045271
开始,0.99992
上,0.226084
粉底,0.99496
，,0.009304
上完,0.998012
再,0.003113
喷遍,0.026039
喷雾,0.006937
"
5.",0.001891
等,0.505872
喷雾,0.006937
风干,0.003178
，,0.009304
上,0.226084
一下,0.393236
散粉,0.001645
，,0.009304
完成,0.999948
"
",0.037232
化妆,0.87592
顺序,0.019757
●,0.006464
晚上,0.063376
护肤,0.999963
:,0.441499
"
1.",0.002609
卸妆,0.000793
2.,0.001532
洁面,0.987259
3.,0.00155
保湿,0.994718
4.,0.001565
眼霜,0.991722
5.,0.001891
精华,0.999962
6.,0.002096
乳液,0.988803
7.,0.00246
面霜,0.998602
●,0.006464
早上,0.946454
护肤,0.999963
:,0.441499
"
1.",0.002609
洁面,0.987259
2.,0.001532
爽肤水,0.999955
3.,0.00155
眼霜,0.991722
4.,0.001565
精华,0.999962
5.,0.001891
乳液,0.988803
6.,0.002096
面霜,0.998602
7.,0.00246
"防晒
",0.848493
●,0.006464
出门,0.997949
化妆,0.87592
顺序,0.019757
:,0.441499
"
1.",0.002609
洁面,0.987259
2.,0.001532
爽肤,0.999962
3.,0.00155
眼霜,0.991722
4.,0.001565
精华,0.999962
5.,0.001891
乳液,0.988803
6.,0.002096
面霜,0.998602
7.,0.00246
"防晒
",0.848493
8.,0.002333
隔离,0.999935
9.,0.00238
粉底,0.99496
10.,0.001667
定妆,0.044903
11,0.00127
.,0.001347
眼影,0.999963
12.,0.001897
眼线,0.031981
13,0.001898
.,0.001347
睫毛臂,0.054747
14,0.00167
.,0.001347
修容,0.001548
15.,0.001522
腮红,0.2295
16.,0.001499
口红,0.961221
"
#",0.014012
干货,0.000823
分享,0.999963
#,0.014012
变美,0.999962
#,0.014012
化妆,0.87592
#,0.014012
化妆,0.87592
技巧,0.999962
化妆师,0.685647
一,0.010558
句,0.99383
话,0.071818
！,0.001203
拯救,0.999963
了,0.103906
我,0.000628
的,0.368506
卡粉,0.00041
斑驳,0.000973
！,0.001203
画完,0.999949
妆,0.98104
发,0.00032
现,0.99653
底妆,0.965781
卡粉,0.00041
起,0.505615
皮,0.467653
？,0.00437
化妆,0.87592
前,0.920472
诊断,0.999617
一下,0.393236
是,0.001972
不,0.002385
是,0.001972
补水,0.18444
不,0.002385
够,0.999955
！,0.001203
"

🤍",0.033441
卡粉,0.00041
起,0.505615
皮,0.467653
原因,0.059495
：,0.065169
面部,0.248816
补水,0.18444
不,0.002385
够,0.999955
，,0.009304
妆,0.98104
前,0.920472
护肤,0.999963
不,0.002385
到位,0.999962
"

🤍",0.033441
妆,0.98104
前,0.920472
护肤,0.999963
方法,0.999779
：,0.065169
"
油皮",0.001218
妹子,0.999958
：,0.065169
妆,0.98104
前,0.920472
用,0.248765
清爽,0.999962
舒适,0.999962
的,0.368506
补水,0.18444
💦,0.033441
产品,0.098665
，,0.009304
轻轻,0.999962
按压,0.000226
上,0.226084
脸,0.000479
，,0.009304
上完,0.998012
一,0.010558
层,0.786002
，,0.009304
用,0.248765
手,0.156257
感受,0.999962
一下,0.393236
，,0.009304
脸,0.000479
上,0.226084
软软,0.006467
嫩嫩,0.999962
的,0.368506
且,0.00343
有,0.51643
微微,0.768732
光泽度,0.999848
就,0.305707
可以,0.999954
上,0.226084
底妆,0.965781
了,0.103906
，,0.009304
不,0.002385
够,0.999955
就,0.305707
继续,0.999962
抹,0.001102
一,0.010558
层,0.786002
，,0.009304
不要,0.000131
一,0.010558
次,0.004085
抹,0.001102
太多,3.5e-05
要,0.59401
等,0.505872
皮肤,0.99983
完全,0.008715
吸收,0.31867
哦,0.993352
"
",0.037232
干皮,0.000111
妹子,0.999958
：,0.065169
干皮卡粉,3.7e-05
主要,0.999897
是,0.001972
皮肤,0.99983
角质层,0.006577
厚,0.165617
，,0.009304
可以,0.999954
去,0.024072
一下,0.393236
角质,0.002828
或者,0.024605
用,0.248765
厚厚,0.999954
的,0.368506
乳液,0.988803
敷,0.003386
一下,0.393236
皮肤,0.99983
卡粉,0.00041
的,0.368506
地方,0.999963
，,0.009304
隔,0.006643
几,0.127462
分钟,0.001048
再,0.003113
轻轻,0.999962
擦掉,0.000557
，,0.009304
现在,0.999911
用,0.248765
手,0.156257
感受,0.999962
一下,0.393236
，,0.009304
脸,0.000479
上,0.226084
摸,0.043317
着,0.956758
软软,0.006467
嫩嫩,0.999962
的,0.368506
有,0.51643
微微,0.768732
的,0.368506
光泽,0.999962
就,0.305707
可以,0.999954
上,0.226084
底妆,0.965781
啦,0.487935
"
",0.037232
"
",0.037232
希望,0.999962
对,0.040364
大家,0.00494
有,0.51643
帮助,0.999962
，,0.009304
后续,0.99533
有,0.51643
什么,0.005779
不,0.002385
懂,0.999953
的,0.368506
